date,GISTemp,HadCRUT4,NCDC,Berkeley,Cowtan and Way
1935.67,-0.21,-0.141,-0.09,-0.224,-0.154
1935.75,-9.00E-02,-0.075,-0.01,-0.034,-0.046
1935.83,-0.28,-0.308,-0.27,-0.38,-0.325
1935.92,-0.2,-0.274,-0.18,-0.173,-0.242
1936,-0.29,-0.31,-0.25,-0.293,-0.367
1936.08,-0.39,-0.365,-0.31,-0.309,-0.31
1936.17,-0.22,-0.31,-0.21,-0.272,-0.33
1936.25,-0.2,-0.213,-0.18,-0.175,-0.175
1936.33,-0.18,-0.16,-0.12,-0.162,-0.17
1936.42,-0.21,-0.161,-0.11,-0.152,-0.131
1936.5,-9.00E-02,-0.021,-0.01,-0.033,-0.016
1936.58,-1.40E-01,-0.045,-0.06,-0.088,-0.034
1936.67,-1.00E-01,-0.108,-0.04,-0.121,-0.101
1936.75,-4.00E-02,-0.006,-0.02,0.023,0.032
1936.83,-4.00E-02,-0.071,-0.03,-0.072,-0.004
1936.92,-3.00E-02,-0.014,-0.02,0.048,0.011
1937,-1.40E-01,-0.134,-0.17,-0.018,-0.077
1937.08,3.00E-02,0.039,0.04,0.116,0.087
1937.17,-0.19,-0.279,-0.18,-0.118,-0.223
1937.25,-0.17,-0.135,-0.13,-0.092,-0.091
1937.33,-8.00E-02,-0.083,-0.02,-0.029,-0.055
1937.42,-6.00E-02,-0.006,0.01,0.024,0.031
1937.5,-5.00E-02,0.055,0,0.047,0.079
1937.58,1.00E-02,0.085,0.09,0.039,0.075
1937.67,0.11,0.115,0.13,0.129,0.126
1937.75,0.08,0.12,0.11,0.167,0.186
1937.83,0.09,0.002,0.01,0.105,0.114
1937.92,-1.20E-01,-0.113,-0.09,0.035,-0.041
1938,1.00E-02,0.013,-0.04,0.127,0.073
1938.08,-3.00E-02,0.017,-0.05,0.048,0.007
1938.17,8.00E-02,0.057,0.03,0.099,0.024
1938.25,4.00E-02,0.077,0.04,0.125,0.084
1938.33,-0.1,-0.092,-0.02,-0.058,-0.118
1938.42,-0.18,-0.059,-0.09,-0.091,-0.065
1938.5,-1.00E-01,-0.044,-0.05,-0.06,-0.06
1938.58,-0.06,0.015,-0.02,0.006,0.025
1938.67,2.00E-02,0.056,0.03,0.076,0.072
1938.75,0.11,0.141,0.08,0.228,0.209
1938.83,3.00E-02,0.021,0,0.071,0.104
1938.92,-0.22,-0.296,-0.26,-0.106,-0.212
1939,-0.08,-0.068,-0.17,-0.006,-0.093
1939.08,-0.08,-0.045,-0.11,-0.082,-0.081
1939.17,-0.2,-0.271,-0.19,-0.152,-0.263
1939.25,-0.1,-0.106,-0.13,0.016,-0.032
1939.33,-7.00E-02,-0.031,-0.04,0.087,0.049
1939.42,-0.09,0.062,-0.01,0.02,0.019
1939.5,-8.00E-02,0.047,0,0.009,0.041
1939.58,-0.08,0.036,0.05,-0.009,0.016
1939.67,-7.00E-02,-0.081,0.01,-0.04,0.029
1939.75,-4.00E-02,-0.278,-0.04,-0.096,-0.161
1939.83,5.00E-02,-0.129,0.05,-0.062,0.018
1939.92,0.44,0.229,0.41,0.457,0.321
1940,-6.00E-02,-0.192,-0.12,0.152,0.027
1940.08,1.20E-01,-0.043,0.05,0.132,0.068
1940.17,0.15,-0.119,0.07,0.111,-0.103
1940.25,0.18,0.047,0.13,0.18,0.144
1940.33,9.00E-02,0.019,0.05,0.048,0.009
1940.42,8.00E-02,0.034,0.1,0.033,0.061
1940.5,0.12,0.145,0.15,0.163,0.17
1940.58,4.00E-02,0.043,0.09,0.061,0.098
1940.67,0.13,0.122,0.15,0.13,0.15
1940.75,7.00E-02,0.011,0.1,0.039,0.021
1940.83,0.17,-0.067,0.1,-0.011,-0.004
1940.92,0.27,0.161,0.27,0.242,0.193
1941,0.21,-0.092,0.18,0.068,-0.03
1941.08,0.32,-0.017,0.23,0.18,0.118
1941.17,8.00E-02,-0.136,0.11,-0.027,-0.101
1941.25,0.17,0.019,0.23,0.041,0.057
1941.33,0.14,-0.022,0.25,0.066,0.04
1941.42,0.11,0.119,0.16,0.085,0.101
1941.5,0.21,0.122,0.21,0.15,0.157
1941.58,1.40E-01,0.024,0.18,0.016,0.021
1941.67,2.00E-02,-0.135,0.09,-0.176,-0.139
1941.75,0.33,0.216,0.32,0.248,0.232
1941.83,2.40E-01,0.051,0.22,0.021,0.014
1941.92,0.2,0.095,0.21,0.267,0.192
1942,0.25,0.206,0.3,0.371,0.269
1942.08,1.00E-02,-0.088,0.1,-0.002,-0.056
1942.17,9.00E-02,-0.09,0.18,0.075,-0.032
1942.25,1.00E-01,-0.065,0.19,-0.014,-0.062
1942.33,0.08,-0.019,0.17,0.043,0.018
1942.42,4.00E-02,0.034,0.21,0.015,0.043
1942.5,0,-0.081,0.08,-0.04,-0.033
1942.58,-4.00E-02,-0.067,0.04,-0.099,-0.08
1942.67,-0.05,0.002,0.12,-0.095,-0.049
1942.75,-1.00E-02,-0.084,0.15,0.003,-0.048
1942.83,8.00E-02,-0.066,0.17,0.032,-0.009
1942.92,0.07,0,0.15,0.155,0.094
1943,-4.00E-02,-0.214,-0.02,-0.027,-0.141
1943.08,0.13,0.068,0.17,0.107,0.04
1943.17,-8.00E-02,-0.204,0.08,-0.04,-0.111
1943.25,0.07,-0.003,0.17,0.112,0.053
1943.33,4.00E-02,-0.018,0.13,0.065,0.037
1943.42,-0.06,-0.096,0.02,-0.059,-0.019
1943.5,0.08,0.003,0.19,0.027,-0.045
1943.58,0,-0.009,0.1,0.059,0.056
1943.67,0.06,-0.025,0.14,0.011,-0.004
1943.75,0.21,0.229,0.31,0.292,0.271
1943.83,0.19,0.014,0.25,0.154,0.16
1943.92,0.24,0.191,0.35,0.24,0.174
1944,0.35,0.281,0.42,0.327,0.268
1944.08,0.26,0.125,0.31,0.217,0.165
1944.17,0.26,0.135,0.37,0.22,0.192
1944.25,0.19,0.046,0.27,0.144,0.096
1944.33,0.19,0.057,0.27,0.126,0.111
1944.42,0.19,0.152,0.34,0.101,0.087
1944.5,0.18,0.22,0.31,0.146,0.153
1944.58,0.17,0.236,0.28,0.19,0.2
1944.67,0.29,0.293,0.39,0.168,0.186
1944.75,0.25,0.209,0.32,0.253,0.205
1944.83,0.1,0.007,0.15,0.008,0.041
1944.92,0.02,-0.034,0.1,0.073,0.059
1945,0.09,-0.01,0.16,0.093,0.031
1945.08,-2.00E-02,-0.103,0.02,-0.053,-0.073
1945.17,0.07,-0.048,0.11,0.018,-0.035
1945.25,0.18,0.168,0.28,0.148,0.098
1945.33,4.00E-02,-0.108,0.18,-0.032,-0.071
1945.42,-1.00E-02,-0.003,0.14,-0.042,-0.023
1945.5,3.00E-02,-0.084,0.17,-0.072,-0.066
1945.58,0.26,0.364,0.36,0.185,0.267
1945.67,0.22,0.161,0.26,0.063,0.069
1945.75,0.18,0.173,0.26,0.183,0.216
1945.83,7.00E-02,-0.012,0.2,-0.034,0.008
1945.92,-9.00E-02,-0.202,-0.05,-0.098,-0.196
1946,0.15,0.096,0.22,0.049,0.047
1946.08,7.00E-02,0.039,0.09,-0.037,-0.089
1946.17,1.00E-02,-0.062,0,0.073,-0.001
1946.25,0.06,0.139,0.18,0.097,0.103
1946.33,-8.00E-02,-0.11,-0.03,-0.041,-0.068
1946.42,-2.10E-01,-0.255,-0.1,-0.157,-0.246
1946.5,-1.40E-01,-0.043,-0.04,-0.036,-0.017
1946.58,-0.17,-0.147,-0.07,-0.152,-0.14
1946.67,-7.00E-02,-0.015,-0.02,-0.083,-0.038
1946.75,-0.06,-0.052,-0.01,0.015,0.018
1946.83,-6.00E-02,-0.094,-0.01,-0.031,-0.077
1946.92,-0.35,-0.361,-0.27,-0.205,-0.309
1947,-1.20E-01,-0.113,-0.18,0.066,-0.072
1947.08,-8.00E-02,-0.174,-0.08,0.104,0.017
1947.17,0.07,-0.064,-0.01,0.202,0.031
1947.25,7.00E-02,0.089,0.01,0.124,0.069
1947.33,-4.00E-02,-0.057,-0.02,0.013,-0.006
1947.42,0.02,0.004,0.02,0.006,-0.022
1947.5,-0.08,-0.003,-0.02,0.012,0.003
1947.58,-9.00E-02,-0.04,-0.06,-0.066,-0.06
1947.67,-0.13,-0.068,-0.13,-0.028,-0.034
1947.75,5.00E-02,0.068,0.05,0.198,0.104
1947.83,2.00E-02,0.047,-0.03,0.101,0.098
1947.92,-0.16,-0.175,-0.15,-0.014,-0.109
1948,7.00E-02,0.089,0.05,0.111,0.06
1948.08,-0.16,-0.123,-0.1,-0.148,-0.167
1948.17,-0.25,-0.178,-0.19,-0.176,-0.219
1948.25,-0.11,-0.045,-0.06,-0.011,-0.083
1948.33,1.00E-02,0.101,0.14,0.09,0.089
1948.42,-4.00E-02,0.069,-0.01,0.079,0.066
1948.5,-0.11,-0.104,-0.06,-0.063,-0.1
1948.58,-0.13,-0.003,-0.03,-0.002,-0.005
1948.67,-0.11,-0.056,-0.1,-0.093,-0.067
1948.75,-8.00E-02,0.022,-0.07,0.023,0.027
1948.83,-0.12,-0.059,-0.06,-0.146,-0.092
1948.92,-0.23,-0.198,-0.11,-0.276,-0.338
1949,0.09,0.149,0.12,0.125,0.049
1949.08,-0.17,-0.144,-0.15,-0.175,-0.199
1949.17,-3.00E-02,-0.175,-0.07,-0.031,-0.117
1949.25,-0.1,0.004,0.01,-0.046,-0.07
1949.33,-0.08,-0.053,-0.01,-0.048,-0.095
1949.42,-0.23,-0.184,-0.15,-0.249,-0.247
1949.5,-0.14,-0.099,-0.08,-0.174,-0.176
1949.58,-0.12,-0.042,-0.02,-0.095,-0.107
1949.67,-0.14,-0.079,-0.07,-0.141,-0.142
1949.75,-7.00E-02,-0.034,-0.03,0.003,-0.049
1949.83,-0.1,-0.081,-0.05,-0.096,-0.082
1949.92,-0.22,-0.19,-0.19,-0.044,-0.154
1950,-0.33,-0.318,-0.28,-0.206,-0.28
1950.08,-0.28,-0.25,-0.24,-0.324,-0.338
1950.17,-7.00E-02,-0.181,-0.09,-0.1,-0.22
1950.25,-0.2,-0.173,-0.17,-0.198,-0.23
1950.33,-0.1,-0.094,-0.05,-0.038,-0.131
1950.42,-3.00E-02,-0.076,-0.06,-0.01,-0.062
1950.5,-1.00E-01,-0.044,-0.1,-0.007,-0.024
1950.58,-0.16,-0.12,-0.14,-0.156,-0.179
1950.67,-0.12,-0.106,-0.11,-0.175,-0.183
1950.75,-0.22,-0.129,-0.17,-0.149,-0.156
1950.83,-0.38,-0.391,-0.36,-0.349,-0.343
1950.92,-0.2,-0.25,-0.18,-0.157,-0.269
1951,-0.34,-0.354,-0.29,-0.288,-0.371
1951.08,-0.43,-0.461,-0.41,-0.39,-0.437
1951.17,-0.21,-0.293,-0.17,-0.127,-0.249
1951.25,-1.30E-01,-0.108,-0.09,-0.023,-0.109
1951.33,0.00E+00,-0.015,0.06,0.132,0.07
1951.42,-0.02,0.033,0.04,0.121,0.11
1951.5,0.03,0.041,0.11,0.092,0.027
1951.58,6.00E-02,0.135,0.11,0.214,0.202
1951.67,9.00E-02,0.091,0.13,0.115,0.118
1951.75,0.05,0.135,0.11,0.179,0.143
1951.83,-2.00E-02,-0.035,0.03,0.018,-0.016
1951.92,0.14,0.18,0.22,0.228,0.149
1952,0.13,0.184,0.15,0.219,0.152
1952.08,0.11,0.13,0.09,0.18,0.151
1952.17,-9.00E-02,-0.131,-0.05,-0.054,-0.14
1952.25,2.00E-02,0.053,0.07,0.093,0.053
1952.33,-0.02,0.036,0.03,0.079,0.04
1952.42,-3.00E-02,0.039,0.04,0.092,0.056
1952.5,4.00E-02,0.1,0.07,0.129,0.109
1952.58,0.04,0.093,0.07,0.124,0.087
1952.67,0.08,0.1,0.07,0.125,0.097
1952.75,-1.00E-02,-0.007,-0.04,0.066,0.014
1952.83,-0.14,-0.186,-0.2,-0.096,-0.066
1952.92,-1.00E-02,-0.062,-0.01,0.096,-0.013
1953,8.00E-02,0.064,0.1,0.102,0.028
1953.08,0.14,0.147,0.15,0.192,0.167
1953.17,1.10E-01,0.126,0.16,0.119,0.042
1953.25,0.18,0.191,0.19,0.324,0.264
1953.33,9.00E-02,0.138,0.15,0.234,0.161
1953.42,1.00E-01,0.167,0.13,0.242,0.218
1953.5,0.00E+00,0.048,0.07,0.129,0.089
1953.58,0.06,0.099,0.08,0.145,0.115
1953.67,5.00E-02,0.077,0.07,0.131,0.125
1953.75,6.00E-02,0.073,0.07,0.119,0.088
1953.83,-6.00E-02,-0.067,-0.06,-0.019,-0.019
1953.92,3.00E-02,0.091,0.06,0.123,0.033
1954,-0.28,-0.237,-0.23,-0.188,-0.231
1954.08,-1.20E-01,-0.086,-0.09,-0.049,-0.08
1954.17,-1.50E-01,-0.153,-0.09,-0.07,-0.148
1954.25,-0.16,-0.145,-0.17,0.006,-0.061
1954.33,-0.21,-0.205,-0.2,-0.036,-0.118
1954.42,-0.17,-0.126,-0.11,-0.043,-0.094
1954.5,-0.18,-0.199,-0.12,-0.122,-0.141
1954.58,-0.16,-0.093,-0.09,-0.075,-0.092
1954.67,-0.09,-0.086,-0.06,-0.083,-0.11
1954.75,-4.00E-02,-0.03,-0.07,0.084,0.043
1954.83,0.06,0.022,0.04,0.135,0.096
1954.92,-0.22,-0.232,-0.19,-0.078,-0.18
1955,0.14,0.124,0.09,0.231,0.134
1955.08,-0.18,-0.168,-0.13,-0.162,-0.199
1955.17,-0.35,-0.405,-0.31,-0.267,-0.361
1955.25,-0.21,-0.246,-0.24,-0.114,-0.182
1955.33,-0.21,-0.232,-0.13,-0.177,-0.233
1955.42,-1.10E-01,-0.163,-0.07,-0.059,-0.126
1955.5,-1.20E-01,-0.199,-0.08,-0.115,-0.149
1955.58,0.01,-0.062,-0.02,0.115,0.029
1955.67,-0.11,-0.114,-0.09,-0.135,-0.126
1955.75,-5.00E-02,-0.166,-0.12,0.016,-0.089
1955.83,-0.24,-0.316,-0.24,-0.242,-0.298
1955.92,-0.3,-0.337,-0.27,-0.218,-0.334
1956,-0.16,-0.247,-0.18,-0.075,-0.202
1956.08,-0.26,-0.346,-0.27,-0.153,-0.218
1956.17,-0.23,-0.315,-0.2,-0.192,-0.299
1956.25,-0.27,-0.335,-0.28,-0.221,-0.276
1956.33,-0.31,-0.28,-0.23,-0.236,-0.281
1956.42,-0.16,-0.23,-0.14,-0.164,-0.208
1956.5,-1.20E-01,-0.206,-0.14,-0.09,-0.127
1956.58,-0.26,-0.25,-0.19,-0.281,-0.244
1956.67,-0.2,-0.283,-0.25,-0.18,-0.219
1956.75,-0.24,-0.233,-0.2,-0.261,-0.28
1956.83,-0.17,-0.262,-0.15,-0.147,-0.143
1956.92,-8.00E-02,-0.209,-0.15,0.039,-0.108
1957,-0.11,-0.167,-0.12,-0.067,-0.166
1957.08,-4.00E-02,-0.131,-0.11,-0.011,-0.105
1957.17,-6.00E-02,-0.188,-0.07,-0.039,-0.159
1957.25,-1.00E-02,-0.064,-0.02,0.086,-0.065
1957.33,9.00E-02,0.049,0.11,0.156,0.089
1957.42,0.16,0.082,0.16,0.235,0.132
1957.5,1.00E-02,0,0.06,0.023,0.016
1957.58,0.15,0.093,0.13,0.178,0.147
1957.67,9.00E-02,0.037,0.08,0.085,0.078
1957.75,2.00E-02,-0.015,0.01,0.122,0.025
1957.83,7.00E-02,0.055,0.13,0.073,0.035
1957.92,0.16,0.151,0.23,0.163,0.065
1958,0.39,0.267,0.3,0.373,0.283
1958.08,0.24,0.184,0.21,0.238,0.173
1958.17,0.11,0.001,0.12,0.164,0.041
1958.25,3.00E-02,0.035,0.12,0.088,-0.035
1958.33,7.00E-02,0.032,0.1,0.093,0.034
1958.42,-0.07,-0.015,0.06,-0.079,-0.12
1958.5,5.00E-02,0.041,0.07,0.006,0.036
1958.58,-3.00E-02,0.004,0.05,-0.054,-0.049
1958.67,-2.00E-02,-0.053,0.02,-0.083,-0.058
1958.75,4.00E-02,0.014,0.04,0.073,0.025
1958.83,2.00E-02,0.011,0.09,0.071,0.023
1958.92,1.00E-02,0.03,0.15,0.111,-0.016
1959,8.00E-02,0.087,0.13,0.126,0.023
1959.08,9.00E-02,0.033,0.07,0.067,-0.008
1959.17,0.18,0.079,0.2,0.173,0.037
1959.25,0.13,0.046,0.12,0.191,0.085
1959.33,4.00E-02,-0.01,0.03,0.08,-0.004
1959.42,2.00E-02,0.062,0.09,0.104,0.075
1959.5,6.00E-02,0.03,0.07,0.026,0.003
1959.58,-2.00E-02,0.047,0.05,0.02,0.038
1959.67,-6.00E-02,0.041,0.1,-0.088,-0.07
1959.75,-9.00E-02,-0.034,-0.01,0.02,-0.005
1959.83,-0.09,-0.111,-0.08,-0.099,-0.11
1959.92,-1.00E-02,-0.069,-0.03,0.047,-0.072
1960,-1.00E-02,-0.032,0,0.047,-0.056
1960.08,0.16,0.104,0.19,0.149,0.092
1960.17,-0.34,-0.314,-0.2,-0.274,-0.393
1960.25,-0.14,-0.176,-0.1,-0.118,-0.224
1960.33,-7.00E-02,-0.156,-0.08,-0.071,-0.134
1960.42,-4.00E-02,-0.03,0.08,0.03,-0.024
1960.5,-3.00E-02,-0.028,0.04,-0.024,-0.015
1960.58,2.00E-02,0.008,0.05,0.086,0.055
1960.67,7.00E-02,0.064,0.06,0.065,0.079
1960.75,7.00E-02,-0.027,0.04,0.106,0.047
1960.83,-0.12,-0.149,-0.05,-0.129,-0.141
1960.92,0.18,0.146,0.23,0.253,0.145
1961,7.00E-02,0.045,0.12,0.118,-0.013
1961.08,0.19,0.177,0.18,0.214,0.138
1961.17,9.00E-02,0.093,0.16,0.144,0.002
1961.25,0.12,0.096,0.13,0.225,0.116
1961.33,0.12,0.092,0.16,0.21,0.116
1961.42,0.11,0.111,0.15,0.152,0.109
1961.5,0.00E+00,0.019,0.04,-0.003,0.024
1961.58,3.00E-02,0.033,0.03,0.007,0.035
1961.67,7.00E-02,-0.029,-0.01,0.044,0.001
1961.75,0.00E+00,-0.033,-0.03,0.03,-0.021
1961.83,3.00E-02,-0.018,0.02,0.058,0.016
1961.92,-0.15,-0.117,-0.02,-0.068,-0.188
1962,7.00E-02,0.053,0.13,0.109,-0.006
1962.08,0.14,0.135,0.17,0.18,0.12
1962.17,0.12,0.028,0.12,0.188,0.068
1962.25,4.00E-02,0.024,0.08,0.121,0.03
1962.33,-4.00E-02,-0.047,0.06,-0.052,-0.094
1962.42,5.00E-02,-0.052,0.06,0.041,-0.018
1962.5,2.00E-02,0.018,0.09,-0.045,-0.024
1962.58,-1.00E-02,-0.005,0.06,-0.047,-0.037
1962.67,1.00E-02,-0.017,0.06,-0.058,-0.047
1962.75,0.00E+00,0.042,0.08,0.009,0.022
1962.83,7.00E-02,0.01,0.08,0.052,0.043
1962.92,0.00E+00,-0.012,0.09,0.045,-0.068
1963,-2.00E-02,-0.045,0.04,0.063,-0.049
1963.08,0.2,0.148,0.26,0.169,0.108
1963.17,-0.14,-0.147,-0.02,-0.152,-0.249
1963.25,-6.00E-02,-0.069,0,-0.026,-0.107
1963.33,-0.04,-0.022,0.01,-0.035,-0.069
1963.42,5.00E-02,-0.033,0.05,0.05,-0.012
1963.5,0.09,0.111,0.14,0.114,0.134
1963.58,0.27,0.126,0.16,0.24,0.208
1963.67,0.2,0.127,0.16,0.173,0.19
1963.75,1.50E-01,0.225,0.22,0.136,0.141
1963.83,0.15,0.164,0.2,0.185,0.135
1963.92,-1.00E-02,-0.006,0.08,0.105,0.006
1964,-8.00E-02,-0.053,0.05,-0.011,-0.137
1964.08,-0.13,-0.127,-0.1,-0.084,-0.15
1964.17,-0.23,-0.278,-0.14,-0.232,-0.328
1964.25,-0.32,-0.246,-0.18,-0.261,-0.364
1964.33,-0.25,-0.177,-0.1,-0.252,-0.277
1964.42,-2.00E-02,-0.161,-0.09,-0.037,-0.071
1964.5,-3.00E-02,-0.172,-0.11,-0.121,-0.129
1964.58,-0.21,-0.256,-0.17,-0.265,-0.268
1964.67,-0.29,-0.282,-0.21,-0.324,-0.352
1964.75,-0.31,-0.267,-0.27,-0.224,-0.245
1964.83,-0.21,-0.295,-0.2,-0.199,-0.253
1964.92,-0.3,-0.353,-0.26,-0.175,-0.3
1965,-8.00E-02,-0.106,-0.07,0.021,-0.099
1965.08,-0.17,-0.249,-0.2,-0.125,-0.216
1965.17,-0.11,-0.218,-0.1,-0.12,-0.185
1965.25,-0.19,-0.255,-0.19,-0.126,-0.245
1965.33,-0.14,-0.162,-0.08,-0.065,-0.146
1965.42,-0.09,-0.11,-0.04,-0.131,-0.16
1965.5,-0.12,-0.183,-0.08,-0.183,-0.195
1965.58,-3.00E-02,-0.106,-0.05,-0.052,-0.081
1965.67,-0.16,-0.088,-0.05,-0.191,-0.18
1965.75,-5.00E-02,-0.024,0.02,0.004,-0.035
1965.83,-6.00E-02,-0.13,-0.09,-0.034,-0.073
1965.92,-6.00E-02,-0.065,-0.01,0.019,-0.079
1966,-0.17,-0.094,-0.05,-0.074,-0.184
1966.08,0.00E+00,-0.093,-0.04,-0.001,-0.084
1966.17,5.00E-02,-0.067,0,-0.018,-0.105
1966.25,-0.13,-0.105,-0.09,-0.002,-0.114
1966.33,-1.10E-01,-0.138,-0.03,-0.058,-0.163
1966.42,1.00E-02,0.038,0.06,0.048,0.001
1966.5,1.00E-01,0.03,0.07,0.111,0.076
1966.58,-0.08,-0.017,0.02,-0.029,-0.038
1966.67,-2.00E-02,-0.038,0.02,0.01,-0.023
1966.75,-0.15,-0.104,-0.06,-0.131,-0.141
1966.83,-2.00E-02,-0.095,-0.05,-0.014,-0.05
1966.92,-5.00E-02,-0.14,-0.12,0.032,-0.061
1967,-6.00E-02,-0.172,-0.11,-0.03,-0.155
1967.08,-0.21,-0.237,-0.17,-0.193,-0.28
1967.17,4.00E-02,-0.05,0,0.06,-0.022
1967.25,-5.00E-02,-0.063,0.01,0.056,-0.063
1967.33,0.15,0.076,0.13,0.271,0.171
1967.42,-8.00E-02,-0.081,-0.03,0.043,-0.02
1967.5,1.00E-02,-0.063,-0.02,0.055,0.044
1967.58,1.00E-02,-0.061,-0.01,0.044,-0.02
1967.67,-6.00E-02,-0.093,-0.03,-0.021,-0.067
1967.75,9.00E-02,0.062,0.13,0.1,0.057
1967.83,-7.00E-02,-0.059,-0.02,-0.07,-0.049
1967.92,-3.00E-02,-0.147,-0.04,0.042,-0.048
1968,-0.26,-0.241,-0.19,-0.124,-0.237
1968.08,-0.15,-0.212,-0.13,-0.111,-0.194
1968.17,0.21,0.036,0.15,0.167,0.09
1968.25,-5.00E-02,-0.169,-0.07,0.018,-0.097
1968.33,-1.30E-01,-0.218,-0.08,-0.069,-0.165
1968.42,-8.00E-02,-0.107,-0.02,0.022,-0.055
1968.5,-0.12,-0.102,-0.02,-0.102,-0.132
1968.58,-9.00E-02,-0.059,-0.02,-0.067,-0.07
1968.67,-0.18,-0.086,-0.01,-0.174,-0.195
1968.75,0.11,-0.021,0.05,0.127,0.075
1968.83,-3.00E-02,-0.071,0.01,-0.067,-0.07
1968.92,-0.13,-0.11,-0.04,-0.009,-0.108
1969,-1.10E-01,-0.172,-0.13,0.019,-0.083
1969.08,-0.14,-0.168,-0.1,-0.059,-0.131
1969.17,1.00E-02,-0.005,0.12,0.04,-0.03
1969.25,0.18,0.106,0.19,0.232,0.112
1969.33,0.19,0.132,0.17,0.276,0.167
1969.42,5.00E-02,0.025,0.08,0.154,0.076
1969.5,-2.00E-02,0.038,0.09,-0.05,-0.067
1969.58,3.00E-02,0.054,0.1,0.035,0.03
1969.67,9.00E-02,0.019,0.08,0.08,0.048
1969.75,1.30E-01,0.031,0.07,0.113,0.058
1969.83,0.13,0.131,0.19,0.109,0.109
1969.92,0.28,0.194,0.25,0.349,0.241
1970,9.00E-02,0.07,0.12,0.2,0.087
1970.08,0.22,0.144,0.23,0.192,0.128
1970.17,8.00E-02,-0.069,0.03,0.067,-0.018
1970.25,9.00E-02,0.056,0.13,0.133,0.01
1970.33,-4.00E-02,-0.036,0.04,0.032,-0.071
1970.42,-2.00E-02,-0.015,0.03,0.014,-0.01
1970.5,-2.00E-02,-0.05,-0.02,-0.032,-0.054
1970.58,-0.09,-0.093,-0.02,-0.131,-0.136
1970.67,0.11,-0.04,0.01,0.081,0.05
1970.75,6.00E-02,-0.075,-0.04,0.038,-0.003
1970.83,2.00E-02,-0.05,0.02,-0.017,-0.025
1970.92,-0.12,-0.166,-0.1,-0.062,-0.158
1971,-2.00E-02,-0.102,-0.01,0.001,-0.095
1971.08,-0.2,-0.289,-0.22,-0.156,-0.231
1971.17,-0.17,-0.282,-0.14,-0.174,-0.254
1971.25,-0.08,-0.237,-0.13,-0.03,-0.169
1971.33,-5.00E-02,-0.214,-0.09,-0.084,-0.2
1971.42,-0.19,-0.235,-0.13,-0.13,-0.176
1971.5,-0.11,-0.13,-0.07,-0.116,-0.138
1971.58,-3.00E-02,-0.168,-0.07,-0.074,-0.146
1971.67,-4.00E-02,-0.124,-0.04,-0.01,-0.075
1971.75,-6.00E-02,-0.165,-0.08,-0.026,-0.117
1971.83,-5.00E-02,-0.086,0.04,-0.038,-0.064
1971.92,-9.00E-02,-0.199,-0.02,-0.089,-0.181
1972,-0.24,-0.379,-0.24,-0.228,-0.352
1972.08,-0.17,-0.291,-0.16,-0.173,-0.271
1972.17,2.00E-02,-0.132,0,0.033,-0.093
1972.25,0.00E+00,-0.077,0.04,0.029,-0.088
1972.33,-4.00E-02,-0.065,0.01,0.034,-0.087
1972.42,6.00E-02,0.008,0.08,0.07,0.012
1972.5,1.00E-02,-0.017,0.06,-0.03,-0.05
1972.58,0.17,0.016,0.09,0.154,0.08
1972.67,2.00E-02,-0.053,0.02,0.018,-0.038
1972.75,9.00E-02,0.007,0.09,0.039,-0.019
1972.83,4.00E-02,0.002,0.08,-0.01,-0.031
1972.92,0.19,0.187,0.25,0.222,0.11
1973,0.29,0.147,0.26,0.259,0.105
1973.08,0.31,0.278,0.37,0.311,0.194
1973.17,0.27,0.226,0.33,0.176,0.127
1973.25,0.26,0.162,0.25,0.291,0.181
1973.33,0.25,0.085,0.21,0.26,0.147
1973.42,0.17,0.11,0.2,0.173,0.118
1973.5,1.00E-01,0.026,0.11,0.032,0.021
1973.58,3.00E-02,0.017,0.08,0.021,-0.012
1973.67,9.00E-02,-0.042,0.05,-0.017,-0.029
1973.75,0.14,-0.047,0.04,0.058,0.007
1973.83,6.00E-02,-0.099,0.02,-0.013,-0.034
1973.92,-6.00E-02,-0.113,0.03,-0.038,-0.124
1974,-0.15,-0.372,-0.19,-0.166,-0.336
1974.08,-0.29,-0.41,-0.25,-0.312,-0.455
1974.17,-6.00E-02,-0.229,-0.05,-0.132,-0.243
1974.25,-0.12,-0.18,-0.04,-0.068,-0.203
1974.33,-2.00E-02,-0.196,-0.02,-0.059,-0.166
1974.42,-7.00E-02,-0.153,-0.04,-0.025,-0.08
1974.5,-5.00E-02,-0.127,0.02,-0.091,-0.128
1974.58,0.11,-0.083,0.01,0.102,0.07
1974.67,-0.12,-0.129,-0.04,-0.074,-0.096
1974.75,-8.00E-02,-0.22,-0.08,-0.074,-0.14
1974.83,-7.00E-02,-0.217,-0.07,-0.071,-0.134
1974.92,-9.00E-02,-0.242,-0.1,-0.102,-0.226
1975,7.00E-02,-0.075,0.12,0.037,-0.116
1975.08,6.00E-02,-0.093,0.03,0.098,-0.027
1975.17,0.13,-0.077,0.11,0.111,-0.017
1975.25,4.00E-02,-0.09,0.08,0.074,-0.045
1975.33,0.16,-0.086,0.07,0.148,0.026
1975.42,0.00E+00,-0.086,0.04,0.043,-0.054
1975.5,-1.00E-02,-0.11,0.01,-0.091,-0.119
1975.58,-0.19,-0.18,-0.07,-0.228,-0.254
1975.67,-3.00E-02,-0.126,0.02,-0.076,-0.137
1975.75,-9.00E-02,-0.234,-0.12,-0.089,-0.138
